@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Neutral,Calm,Happy,Angry,Disgust,Sad,Fearful,Surprise}

@DATA
0.067361,0.004925,2.800253,0.272137,0.236707,1.119051,0.005545,0.108626,-35.012209,1.216510,-0.120959,-0.060061,-0.255674,0.082133,0.086779,0.005843,0.030540,-0.060699,-0.087762,-0.059222,-0.105412,0.009393,0.004964,0.032160,0.010250,0.007934,0.004481,0.025409,0.003455,0.009361,0.017223,0.013918,0.005932,0.017908,0.042092,0.008006,0.391162,0.067044,0.032923,0.516892,0.003763,0.105202,3.001891,0.639578,0.726619,0.563384,0.456102,0.265119,0.236792,0.247981,0.249848,0.268350,0.267262,0.207321,0.208488,0.009555,0.007026,0.030676,0.014651,0.008769,0.004200,0.023406,0.006364,0.011744,0.020787,0.011934,0.007197,0.010908,Disgust
0.065311,0.002479,2.849306,0.276555,0.242012,1.027989,0.018602,0.126192,-36.570282,1.180036,0.142765,0.166247,-0.181877,-0.034509,0.245937,-0.027290,0.027028,0.069217,-0.029628,0.069605,0.085785,0.004667,0.002738,0.033536,0.006821,0.023236,0.004845,0.039667,0.003675,0.006076,0.008995,0.013340,0.004026,0.018589,0.040868,0.003117,0.318943,0.090331,0.047537,0.634663,0.032183,0.101932,3.086357,0.668965,0.496232,0.386682,0.337149,0.252133,0.223361,0.261652,0.222372,0.198243,0.159897,0.195809,0.181577,0.003189,0.002809,0.040907,0.007210,0.019940,0.003906,0.028014,0.004787,0.006678,0.008491,0.012045,0.003478,0.011530,Disgust
0.045951,0.011401,2.946391,0.139073,0.154511,0.670573,0.008603,0.088717,-34.561397,1.017882,-0.432570,-0.288038,-0.159706,0.020101,0.001286,-0.026872,-0.096411,-0.097945,-0.147162,-0.105154,-0.166758,0.013597,0.007368,0.013215,0.009374,0.018130,0.006860,0.042120,0.003824,0.005995,0.007482,0.015006,0.009511,0.022446,0.027474,0.016442,0.414222,0.055392,0.039319,0.410225,0.015230,0.045575,2.730922,0.626209,0.721706,0.487416,0.406223,0.233012,0.272804,0.283044,0.255142,0.226329,0.209222,0.193863,0.192356,0.013590,0.011440,0.012934,0.010033,0.026947,0.007916,0.020694,0.006027,0.007806,0.006835,0.016028,0.013036,0.011002,Disgust
0.074795,0.009012,2.719740,0.283153,0.243900,1.154314,0.006217,0.172514,-33.436118,1.488849,0.033996,0.097729,-0.293548,-0.036560,0.056447,-0.070110,-0.028764,0.046033,-0.033235,0.045920,-0.081221,0.010778,0.003574,0.020041,0.009591,0.014658,0.009379,0.021260,0.002912,0.007851,0.014995,0.015376,0.006135,0.013963,0.060444,0.014066,0.483989,0.075517,0.028632,0.589528,0.006214,0.171517,3.680171,0.963892,0.653136,0.471998,0.437847,0.362544,0.313019,0.295559,0.273960,0.221717,0.242033,0.238419,0.221736,0.017235,0.005137,0.020829,0.015075,0.019398,0.013707,0.015422,0.004578,0.011003,0.017025,0.016922,0.010514,0.008676,Disgust
0.064459,0.007503,2.933426,0.174691,0.174878,0.831540,0.017006,0.138892,-34.961504,1.136791,-0.175308,0.004402,-0.197188,0.083737,0.050836,-0.150764,0.043531,-0.140356,-0.137788,-0.106931,-0.134236,0.013650,0.005206,0.020151,0.011781,0.009257,0.005703,0.042341,0.003481,0.004386,0.011816,0.013627,0.005994,0.019263,0.030283,0.009555,0.414213,0.090521,0.059305,0.520152,0.033262,0.091112,3.092207,0.771431,0.602867,0.499593,0.327339,0.245854,0.183762,0.216278,0.198225,0.255446,0.190999,0.171704,0.204063,0.019606,0.006847,0.019670,0.011762,0.008189,0.006876,0.024695,0.004100,0.004153,0.010245,0.012958,0.007064,0.010734,Disgust
0.076100,0.007187,2.878911,0.228160,0.221887,1.074576,0.005455,0.176027,-31.535246,1.311739,-0.007241,-0.074143,-0.285058,0.118139,0.013690,-0.108354,0.054904,0.041853,-0.156696,-0.065306,-0.018050,0.012495,0.005588,0.021923,0.014953,0.016382,0.012504,0.013139,0.004713,0.008029,0.009034,0.012895,0.012521,0.012371,0.045318,0.010743,0.415803,0.049897,0.028888,0.496107,0.003416,0.115450,2.257070,0.862502,0.764626,0.455397,0.330678,0.351370,0.291135,0.264086,0.267659,0.233730,0.215345,0.159563,0.180905,0.011814,0.008346,0.024404,0.013706,0.018143,0.012124,0.009680,0.005385,0.009721,0.006426,0.012084,0.016092,0.007558,Disgust
0.069172,0.013485,2.875873,0.214559,0.199668,1.015437,0.012642,0.203396,-33.813909,1.281001,-0.297490,-0.185797,-0.346704,-0.037655,-0.068035,-0.217409,-0.075939,-0.194699,0.017994,-0.026896,0.044180,0.010551,0.005904,0.014148,0.013024,0.013538,0.017449,0.035472,0.003610,0.009762,0.006778,0.011285,0.006657,0.020258,0.048948,0.013738,0.439626,0.092533,0.051539,0.633141,0.026565,0.141100,3.503510,0.833507,0.660599,0.452305,0.439589,0.306329,0.228189,0.364431,0.333055,0.245285,0.251071,0.282462,0.237656,0.013772,0.008491,0.015701,0.017304,0.014884,0.030740,0.037108,0.005010,0.016015,0.008644,0.019170,0.009305,0.013760,Disgust
0.095073,0.003009,2.609360,0.306748,0.260873,1.139840,0.006932,0.254267,-35.502715,1.315433,0.237975,0.045660,0.182360,0.173207,0.162047,0.118329,0.052420,0.079988,-0.000583,0.032741,-0.030268,0.004466,0.004980,0.040780,0.004876,0.006556,0.005125,0.107431,0.002647,0.003942,0.006440,0.018344,0.003155,0.035224,0.062428,0.005771,0.391851,0.061364,0.025614,0.569430,0.009227,0.144416,2.067142,0.735521,0.598685,0.362902,0.351379,0.259113,0.277483,0.196624,0.163866,0.182621,0.160106,0.194963,0.156114,0.004347,0.008419,0.038430,0.005112,0.006145,0.004789,0.040806,0.003639,0.005203,0.007165,0.017402,0.004230,0.013598,Disgust
0.081676,0.009174,2.953785,0.251862,0.223808,1.308222,0.063451,0.274433,-32.065975,1.036679,0.073240,-0.059564,-0.194707,0.231912,-0.135029,-0.175377,-0.074979,-0.226718,-0.082970,-0.098509,-0.240865,0.014687,0.003114,0.026505,0.018793,0.009609,0.008891,0.028826,0.003504,0.003592,0.007724,0.013010,0.005411,0.019400,0.051401,0.012944,0.339538,0.101017,0.049980,0.723208,0.075736,0.196580,2.720435,0.800471,0.503718,0.423595,0.358433,0.246590,0.281082,0.249578,0.251168,0.217037,0.214175,0.212476,0.199656,0.013800,0.003020,0.025414,0.026106,0.013007,0.013080,0.020169,0.004126,0.003896,0.008633,0.014500,0.006851,0.012042,Disgust
0.079919,0.006171,2.913969,0.276176,0.246318,1.291011,0.004946,0.266260,-33.696150,1.372482,0.059901,-0.173361,-0.036936,0.337075,0.023819,0.195216,-0.028057,0.032235,-0.042386,0.065074,0.009662,0.009090,0.004432,0.032556,0.008548,0.011007,0.008306,0.027803,0.002906,0.005986,0.009397,0.025248,0.006887,0.016005,0.051185,0.008044,0.396516,0.072439,0.027729,0.626080,0.003538,0.165315,3.124979,0.766418,0.620724,0.425248,0.391872,0.216648,0.212957,0.245962,0.236407,0.186533,0.187926,0.188697,0.216386,0.008829,0.008093,0.023567,0.009787,0.008345,0.008209,0.027652,0.003738,0.006922,0.009094,0.019047,0.009780,0.009788,Disgust
0.058579,0.013912,2.824792,0.222532,0.247849,0.443929,0.010605,0.074190,-31.208005,1.899263,-0.081084,0.178463,-0.174189,0.034700,0.046779,-0.094028,0.061484,0.022205,0.029164,0.007879,-0.145074,0.010451,0.002529,0.068521,0.015939,0.005861,0.005081,0.079886,0.002374,0.004008,0.012332,0.013581,0.004025,0.036017,0.050485,0.017111,0.282738,0.078439,0.046854,0.524583,0.009090,0.109644,2.931374,0.881566,0.683431,0.473416,0.428260,0.306772,0.267061,0.300055,0.236776,0.242880,0.215343,0.181432,0.208072,0.011166,0.003550,0.076751,0.020860,0.006440,0.007695,0.041192,0.003406,0.004540,0.014928,0.014589,0.006229,0.018857,Disgust
0.066257,0.004251,2.790430,0.263561,0.251115,1.213440,0.004123,0.290260,-32.613646,1.387398,0.287808,0.013398,-0.231710,0.298951,0.009944,0.061870,0.042449,-0.086431,-0.049262,-0.072099,0.022446,0.011627,0.003829,0.025443,0.010851,0.012529,0.011869,0.038176,0.002413,0.004439,0.012393,0.034133,0.006097,0.017748,0.038199,0.006832,0.397738,0.073503,0.032700,0.624816,0.002626,0.171998,2.817832,0.617411,0.504940,0.367723,0.343734,0.289959,0.268718,0.246263,0.210465,0.188928,0.161517,0.177223,0.190321,0.010014,0.004576,0.015394,0.010932,0.009084,0.013731,0.027254,0.004354,0.004062,0.010765,0.024900,0.007493,0.007590,Disgust
0.092855,0.015447,3.004340,0.229337,0.244182,0.600753,0.007032,0.134158,-31.992961,1.718822,-0.127569,0.197692,-0.394066,0.577059,0.023609,-0.000641,0.004843,-0.153975,-0.046103,-0.042673,-0.058469,0.010358,0.004508,0.064753,0.012876,0.010609,0.009704,0.045658,0.001758,0.005373,0.017092,0.037458,0.004491,0.031985,0.041153,0.017683,0.309100,0.048448,0.026539,0.341446,0.005494,0.094503,2.121332,0.654071,0.469302,0.355105,0.351412,0.292174,0.266452,0.233232,0.258475,0.223793,0.231111,0.210873,0.235964,0.010931,0.005057,0.044302,0.016984,0.012169,0.015031,0.026776,0.002383,0.009262,0.017495,0.033560,0.008073,0.012787,Disgust
0.067202,0.009869,2.726390,0.273872,0.257753,0.665553,0.010443,0.075816,-34.659257,1.897050,0.372804,0.126345,0.025720,0.008623,0.182598,0.044175,0.034995,0.054418,-0.037683,0.013985,0.009199,0.006192,0.001998,0.047137,0.008212,0.016068,0.006486,0.098522,0.001015,0.005652,0.012790,0.011454,0.004809,0.035921,0.057400,0.014462,0.329961,0.067688,0.027755,0.593563,0.008499,0.107714,3.004205,0.805249,0.562478,0.490306,0.355608,0.205622,0.251435,0.226188,0.175373,0.186649,0.175920,0.185484,0.149443,0.007396,0.003124,0.046163,0.008863,0.021542,0.008350,0.049882,0.001178,0.009519,0.017717,0.011094,0.008982,0.014525,Disgust
0.074081,0.007640,3.019001,0.208070,0.220467,0.708197,0.011657,0.134085,-32.025378,1.746833,0.147699,0.077163,-0.270209,0.120430,0.058972,-0.108999,-0.039881,-0.096388,-0.115971,-0.013457,-0.126989,0.009767,0.003060,0.017261,0.011160,0.012124,0.009580,0.076561,0.003263,0.004517,0.017031,0.015156,0.006304,0.028090,0.051757,0.008349,0.297786,0.059480,0.033411,0.560332,0.016290,0.123418,2.302411,0.684589,0.658152,0.480597,0.405940,0.277722,0.209549,0.290801,0.226489,0.232163,0.187587,0.192750,0.192895,0.009525,0.003949,0.017101,0.015166,0.017467,0.012391,0.040108,0.005786,0.003780,0.019383,0.017502,0.010201,0.012573,Disgust
0.053932,0.006698,2.574228,0.327027,0.262963,1.274700,0.005011,0.357385,-35.478665,1.434107,0.243163,0.150888,-0.050781,0.136282,0.122080,0.023118,-0.030218,0.020411,0.064120,0.084962,0.025194,0.007162,0.001580,0.037399,0.006184,0.008405,0.008376,0.112780,0.001600,0.004618,0.005496,0.016730,0.003898,0.036593,0.052211,0.010365,0.296724,0.064628,0.031656,0.656524,0.003071,0.181849,2.629528,0.500188,0.616556,0.412830,0.304496,0.238795,0.267614,0.187398,0.231167,0.160690,0.159538,0.136153,0.193518,0.009978,0.001636,0.025499,0.006509,0.007828,0.011359,0.060386,0.002413,0.006002,0.006269,0.015689,0.006465,0.017022,Disgust
0.050808,0.013146,2.872970,0.255079,0.204392,1.344747,0.012940,0.274399,-36.104630,1.138151,-0.266770,-0.232962,-0.174040,-0.006795,-0.045411,-0.104467,-0.085215,-0.075103,-0.165256,-0.094435,-0.148954,0.008764,0.005661,0.016179,0.014944,0.011075,0.004697,0.039580,0.003415,0.005362,0.004769,0.007600,0.004058,0.019304,0.035793,0.017325,0.435091,0.115353,0.052839,0.747858,0.033030,0.182181,3.585864,0.645225,0.565150,0.421257,0.354668,0.268581,0.300719,0.292876,0.205645,0.186742,0.232197,0.328299,0.237247,0.015494,0.008505,0.017855,0.018637,0.020713,0.005067,0.029797,0.005962,0.008801,0.005579,0.009479,0.005889,0.012064,Disgust
0.068723,0.003956,2.775090,0.208363,0.221726,0.728301,0.006835,0.115125,-32.902745,1.106459,-0.017329,0.130442,-0.283363,0.238678,0.107379,0.023782,0.066413,-0.042279,-0.126251,0.117322,-0.073311,0.006642,0.003742,0.061220,0.011785,0.008850,0.005925,0.093785,0.002942,0.005735,0.008925,0.014612,0.005362,0.036825,0.034637,0.005966,0.327962,0.052463,0.033916,0.448217,0.004644,0.084495,2.650614,0.835657,0.685053,0.398698,0.458901,0.249713,0.382747,0.286101,0.250106,0.256480,0.232013,0.179194,0.200679,0.007237,0.004189,0.057742,0.016659,0.010744,0.006894,0.065029,0.004589,0.006037,0.010729,0.014904,0.005580,0.019609,Disgust
0.065291,0.007363,2.857207,0.193569,0.180782,0.821821,0.010795,0.148750,-35.185918,1.299511,-0.183604,0.040469,-0.231435,0.161943,0.033705,-0.089070,0.053090,-0.107983,0.077317,-0.029301,-0.108138,0.008462,0.004447,0.014888,0.009742,0.007548,0.004562,0.038930,0.002033,0.004074,0.019704,0.019127,0.006377,0.019702,0.039994,0.009034,0.541263,0.108510,0.051544,0.637162,0.020043,0.127824,2.716482,0.801290,0.543775,0.442121,0.356909,0.321903,0.262132,0.247158,0.184795,0.198037,0.234389,0.214520,0.184784,0.010804,0.006525,0.018147,0.012626,0.007229,0.004866,0.025291,0.002401,0.004239,0.024111,0.015694,0.009855,0.012200,Disgust
0.048310,0.008165,2.673764,0.236795,0.260449,0.364965,0.013792,0.031914,-35.371310,2.131412,0.306044,0.275544,0.016282,0.056841,0.169625,0.072008,0.099716,-0.012329,0.048028,0.006661,0.013006,0.006866,0.002692,0.045361,0.004899,0.007051,0.007562,0.154668,0.000779,0.002583,0.011068,0.014622,0.003214,0.047621,0.041652,0.013651,0.367833,0.050325,0.025774,0.351331,0.015665,0.053094,2.568461,0.640186,0.710879,0.326783,0.311168,0.276442,0.250742,0.206846,0.203251,0.180918,0.173671,0.181674,0.178618,0.011643,0.004790,0.036507,0.006109,0.007658,0.013919,0.072271,0.001359,0.004335,0.014925,0.015260,0.005404,0.016715,Disgust
0.041276,0.005102,2.495163,0.298791,0.235495,0.519293,0.009173,0.046792,-38.447101,1.008738,-0.283626,0.050269,-0.019895,0.030703,0.166020,-0.198507,-0.089635,-0.166578,-0.089765,-0.119583,-0.103444,0.014241,0.003440,0.015945,0.007154,0.008483,0.007175,0.023539,0.003003,0.004447,0.008368,0.011281,0.005153,0.013353,0.037728,0.008191,0.346255,0.090381,0.049020,0.399007,0.008952,0.058268,3.314962,0.629938,0.525980,0.431183,0.269137,0.221641,0.228537,0.226686,0.179134,0.190816,0.224966,0.204234,0.177772,0.017935,0.003661,0.013460,0.009328,0.009217,0.009601,0.022737,0.002804,0.005248,0.009969,0.014390,0.006398,0.008386,Disgust
0.073740,0.007999,2.881289,0.234871,0.229496,0.840297,0.006511,0.163548,-31.274940,1.728170,-0.124933,0.084496,-0.296514,0.063359,0.036405,-0.058879,0.004970,-0.000864,-0.065335,-0.129213,0.046067,0.008490,0.003855,0.047220,0.014178,0.009630,0.012225,0.075570,0.002135,0.005847,0.014027,0.017670,0.007584,0.031464,0.051034,0.010824,0.269944,0.060607,0.031268,0.691375,0.004700,0.149213,1.934253,0.980658,0.728412,0.498205,0.450014,0.287612,0.322445,0.202202,0.245703,0.232538,0.194337,0.186528,0.181347,0.009047,0.005528,0.040749,0.018715,0.010141,0.016020,0.049384,0.002413,0.005980,0.015087,0.020230,0.008752,0.018489,Disgust
0.074156,0.009378,2.985003,0.215527,0.206018,1.071378,0.011697,0.257548,-33.324728,1.100680,-0.289338,-0.143167,-0.128423,0.217348,-0.113085,-0.082841,-0.165433,-0.238116,-0.031000,-0.024399,-0.077436,0.007198,0.003150,0.020037,0.013835,0.018449,0.009556,0.038679,0.004061,0.004514,0.010235,0.014993,0.004776,0.020107,0.053209,0.012630,0.292301,0.082225,0.051706,0.627824,0.029726,0.146587,4.560464,0.851727,0.630052,0.545121,0.338926,0.282500,0.251609,0.202776,0.251295,0.270050,0.306918,0.215255,0.227175,0.007869,0.003129,0.031206,0.019282,0.024015,0.008299,0.028578,0.005989,0.005084,0.011415,0.015044,0.005653,0.013520,Disgust
0.067115,0.002471,2.752406,0.279536,0.247659,0.998044,0.004435,0.055375,-37.110489,1.307688,0.379895,0.266701,-0.085162,0.073683,0.242791,-0.081770,0.113280,0.017978,-0.057367,0.088683,-0.100127,0.008810,0.004069,0.038836,0.010496,0.010337,0.006089,0.062429,0.003902,0.006083,0.011924,0.026431,0.005208,0.024825,0.030955,0.003616,0.253968,0.055554,0.029499,0.419276,0.002592,0.054597,2.662069,0.545003,0.628090,0.415830,0.405923,0.200556,0.205671,0.266659,0.249106,0.165776,0.146440,0.132341,0.167041,0.007919,0.007057,0.025839,0.013548,0.006378,0.006676,0.019836,0.006533,0.007603,0.009221,0.018394,0.005027,0.009131,Disgust
0.080314,0.006186,2.825076,0.256629,0.229954,1.113222,0.006372,0.148443,-33.713660,1.386482,-0.127720,0.006214,-0.242169,0.094894,0.057485,-0.067640,-0.088257,-0.063583,-0.090971,-0.048414,-0.094554,0.009201,0.003232,0.024549,0.013190,0.014478,0.006286,0.020077,0.002561,0.008026,0.019863,0.020182,0.005342,0.016704,0.061723,0.008909,0.446822,0.065080,0.026778,0.484459,0.004949,0.122667,2.980409,0.799317,0.675787,0.489937,0.423802,0.336995,0.216123,0.314471,0.253370,0.234315,0.218610,0.218791,0.200560,0.007850,0.003428,0.022518,0.016578,0.019813,0.005947,0.017556,0.002714,0.007284,0.021174,0.018965,0.006964,0.008146,Disgust
0.056215,0.007661,2.626543,0.314261,0.254504,1.298612,0.004480,0.182527,-35.778220,1.319515,0.175168,0.198341,-0.098155,0.078847,0.167012,0.025449,0.078548,0.029137,-0.035146,0.080153,0.024643,0.006440,0.002921,0.026175,0.007416,0.017052,0.008027,0.040484,0.002399,0.004806,0.010931,0.016033,0.004148,0.016288,0.045571,0.011009,0.380623,0.076102,0.035664,0.645692,0.003436,0.179326,3.682324,0.662108,0.545935,0.414106,0.383076,0.210640,0.260072,0.252975,0.232902,0.189555,0.173030,0.173672,0.181339,0.005851,0.002531,0.025947,0.006999,0.012850,0.009624,0.026431,0.003315,0.004936,0.011358,0.017528,0.004788,0.008686,Disgust
0.073281,0.005261,2.683073,0.249812,0.217954,1.223866,0.005304,0.143817,-35.485766,1.019519,-0.294867,-0.161101,-0.212182,0.069415,-0.087780,-0.042253,-0.013172,-0.117844,-0.151874,-0.131330,-0.100238,0.011081,0.003812,0.018341,0.011685,0.010842,0.009084,0.019602,0.002252,0.005713,0.008575,0.014995,0.009046,0.015174,0.040349,0.007539,0.501431,0.087046,0.051850,0.584923,0.003972,0.100289,2.671950,0.668653,0.699072,0.428253,0.360758,0.266172,0.211982,0.201247,0.250987,0.210286,0.179863,0.178318,0.259767,0.010749,0.004020,0.020107,0.017156,0.013445,0.012614,0.021200,0.003738,0.007105,0.008266,0.009463,0.011505,0.011080,Disgust
0.052924,0.015157,2.758749,0.259398,0.233944,1.032947,0.006503,0.187249,-32.594297,1.860672,0.080973,0.191450,-0.237004,0.145632,0.145849,0.009596,0.037653,0.068579,-0.007683,0.004696,0.071043,0.011893,0.003967,0.034015,0.009835,0.017894,0.013588,0.033440,0.002936,0.004378,0.008220,0.019523,0.006906,0.018385,0.042806,0.015324,0.408690,0.072756,0.030802,0.546072,0.004123,0.175771,2.786368,0.647307,0.725172,0.387177,0.377974,0.231002,0.299096,0.267989,0.270599,0.226273,0.171311,0.203358,0.169455,0.014394,0.006158,0.032954,0.010697,0.016227,0.015524,0.017684,0.003376,0.004840,0.006322,0.020560,0.009095,0.008712,Disgust
0.065048,0.013685,2.336198,0.186663,0.167970,0.770434,0.005650,0.177542,-35.001362,1.363622,-0.138280,0.017448,-0.213520,0.070765,-0.001322,-0.082791,0.047857,-0.118019,-0.125584,-0.212228,-0.164431,0.011254,0.007045,0.021416,0.012824,0.007924,0.003128,0.044058,0.002568,0.005903,0.014872,0.017451,0.004448,0.021981,0.052082,0.012068,0.345417,0.104410,0.050082,0.564152,0.003758,0.132374,2.645227,0.681557,0.707125,0.482697,0.337757,0.239605,0.195194,0.222536,0.184444,0.186356,0.178597,0.161556,0.170716,0.015585,0.009823,0.022754,0.014036,0.006517,0.003403,0.023235,0.004416,0.008243,0.015443,0.013472,0.005065,0.011755,Disgust
0.100658,0.006012,2.910630,0.266088,0.242592,1.082073,0.006078,0.246719,-32.431102,1.485539,0.230712,-0.045400,-0.134422,0.264562,-0.033480,-0.041244,0.087838,-0.091427,-0.134664,-0.023669,-0.007322,0.011068,0.005990,0.028835,0.011052,0.017707,0.012438,0.041129,0.002542,0.004937,0.012077,0.014337,0.005262,0.019759,0.058133,0.005663,0.495573,0.075532,0.029970,0.612716,0.007202,0.146378,2.540551,0.692974,0.584188,0.476793,0.351683,0.264469,0.248205,0.248246,0.251379,0.170270,0.165423,0.165099,0.156247,0.010650,0.008186,0.028114,0.012685,0.016270,0.018075,0.028165,0.004348,0.006256,0.009059,0.012000,0.005334,0.011457,Disgust
0.037880,0.006442,2.405037,0.278288,0.233993,1.007533,0.018468,0.126406,-35.433789,1.588276,0.307979,0.132922,-0.177498,0.080958,0.179230,0.067723,-0.061579,0.037460,-0.061971,0.014748,0.023715,0.009475,0.004160,0.025778,0.012004,0.022076,0.010973,0.034593,0.003889,0.003750,0.009070,0.009691,0.005524,0.016324,0.036966,0.009005,0.606157,0.090806,0.046640,0.659281,0.026045,0.158709,3.235671,0.706123,0.544718,0.397023,0.329233,0.259176,0.287790,0.252336,0.239446,0.171987,0.181628,0.177302,0.159262,0.011937,0.005449,0.021187,0.013106,0.018698,0.011765,0.036452,0.006841,0.003409,0.010528,0.009274,0.010071,0.008570,Sad
0.052771,0.011610,3.000346,0.177955,0.179294,0.914759,0.013678,0.191643,-34.846187,1.299627,-0.157149,-0.076221,-0.169987,-0.045244,-0.072801,-0.168292,-0.122612,-0.263029,-0.136187,-0.166081,-0.158795,0.024116,0.005571,0.035583,0.015087,0.012422,0.007694,0.051922,0.002563,0.004030,0.004253,0.007705,0.007385,0.027114,0.032439,0.012710,0.403219,0.080185,0.050812,0.570856,0.037514,0.124929,2.860186,0.922229,0.539105,0.465051,0.312184,0.235532,0.216564,0.205330,0.174459,0.215903,0.244896,0.239224,0.221617,0.017607,0.009298,0.037428,0.019056,0.015653,0.009021,0.031299,0.003296,0.004501,0.003774,0.007731,0.008139,0.011784,Sad
0.063504,0.004321,2.833403,0.224902,0.216360,0.885570,0.036061,0.162031,-33.561075,1.580745,0.118489,0.195163,-0.212723,0.174974,0.097700,0.038689,-0.004660,0.002710,-0.044719,0.004461,0.027974,0.008363,0.006063,0.031288,0.016570,0.015528,0.017602,0.036715,0.004635,0.007041,0.013200,0.014817,0.006572,0.021458,0.046558,0.006361,0.385030,0.092141,0.050694,0.557474,0.063562,0.159014,2.631743,0.663723,0.676468,0.384680,0.370916,0.299507,0.227477,0.300147,0.215569,0.252902,0.167304,0.175259,0.169046,0.008302,0.008690,0.031156,0.028551,0.011305,0.019985,0.027478,0.006930,0.008460,0.012339,0.015693,0.006817,0.012112,Sad
0.067377,0.007605,2.682098,0.306895,0.254999,1.499306,0.004662,0.324100,-35.017818,1.426701,-0.088009,-0.040322,-0.238586,-0.155644,-0.078321,-0.132515,0.000344,-0.089387,-0.067708,-0.060187,-0.146460,0.012738,0.006153,0.025498,0.014429,0.015546,0.012284,0.016742,0.001947,0.004021,0.008037,0.011879,0.010386,0.013993,0.040721,0.009789,0.404284,0.060651,0.029054,0.663554,0.003747,0.166423,2.653787,0.666082,0.501810,0.382809,0.328097,0.263147,0.214387,0.251107,0.239887,0.215673,0.181556,0.239434,0.219793,0.016513,0.010057,0.022505,0.011415,0.015308,0.019072,0.011515,0.001800,0.003468,0.006551,0.008035,0.014529,0.006931,Sad
0.052496,0.006953,2.650747,0.297548,0.272989,0.682674,0.007222,0.169573,-32.634094,1.841041,0.344812,0.186741,-0.019906,0.181951,0.117485,0.041593,0.077389,0.098544,-0.035739,-0.008948,0.007903,0.006829,0.002407,0.060356,0.007852,0.007437,0.007297,0.125709,0.000914,0.003661,0.004909,0.020947,0.003661,0.042209,0.055396,0.008439,0.347875,0.072924,0.028105,0.564527,0.005991,0.212221,2.457005,0.775843,0.435929,0.259056,0.351604,0.196906,0.178417,0.218466,0.187466,0.167236,0.163139,0.175425,0.139177,0.006937,0.003301,0.037256,0.008883,0.005903,0.007666,0.040458,0.001185,0.004910,0.003666,0.018824,0.004894,0.012736,Sad
