@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Neutral,Calm,Happy,Angry,Disgust,Sad,Fearful,Surprise}

@DATA
0.053526,0.014195,2.689724,0.237133,0.254754,0.408802,0.010644,0.069451,-31.887904,2.186150,0.130957,0.146154,-0.064555,0.031509,0.040719,-0.100192,0.045397,-0.001877,0.001427,-0.119029,-0.140283,0.013357,0.002749,0.080116,0.015338,0.006977,0.003737,0.107679,0.000735,0.003956,0.010001,0.019598,0.004887,0.046463,0.038835,0.014838,0.409352,0.066216,0.036419,0.437645,0.008853,0.100470,2.426299,0.618207,0.523607,0.428948,0.313438,0.248651,0.263633,0.241079,0.241947,0.247273,0.220480,0.181331,0.184162,0.019599,0.004753,0.066547,0.016957,0.008150,0.003762,0.066059,0.000913,0.005365,0.010089,0.022026,0.007429,0.018608,Neutral
0.052642,0.007039,2.633828,0.291020,0.263230,1.128080,0.004518,0.308948,-33.059018,1.824817,0.289823,0.256298,0.052085,0.285941,0.040151,0.197256,0.054762,0.038471,0.137953,0.037454,0.101561,0.007511,0.002928,0.050479,0.007373,0.010715,0.005232,0.058580,0.001101,0.003027,0.008084,0.066181,0.006488,0.030134,0.031256,0.006372,0.307111,0.066805,0.029447,0.559680,0.003009,0.193911,2.106719,0.650454,0.463143,0.286012,0.294325,0.218625,0.269925,0.191590,0.183395,0.192044,0.151063,0.153610,0.153896,0.006525,0.004151,0.033604,0.007019,0.007581,0.005216,0.030955,0.001036,0.003680,0.006547,0.035290,0.012857,0.012044,Neutral
0.110329,0.011278,2.971145,0.215997,0.224787,0.873570,0.007190,0.158339,-31.760985,1.704996,-0.145054,-0.236890,-0.233868,0.208693,0.017760,-0.003405,0.067933,-0.037299,-0.139199,-0.246921,-0.068759,0.017648,0.005080,0.047264,0.016168,0.006960,0.009650,0.025668,0.002025,0.006099,0.013093,0.024892,0.013972,0.024007,0.049868,0.013147,0.471893,0.060128,0.022186,0.455563,0.004659,0.108897,1.849435,0.711491,0.703620,0.454897,0.352254,0.313516,0.259949,0.243542,0.273961,0.211065,0.228686,0.252737,0.269129,0.018058,0.006835,0.045462,0.014938,0.006515,0.017712,0.019160,0.002029,0.006973,0.014059,0.025093,0.016024,0.014292,Neutral
0.053944,0.014312,2.512301,0.295775,0.265422,0.801117,0.008534,0.179854,-34.357308,1.937032,0.391531,0.185606,0.166845,0.135362,0.206099,0.142868,0.059120,0.052552,0.003834,0.127543,0.056795,0.008292,0.002077,0.037456,0.011066,0.018944,0.005479,0.115366,0.001109,0.001205,0.003923,0.028762,0.003045,0.040174,0.050864,0.013396,0.325160,0.061880,0.037986,0.517598,0.005397,0.126307,2.422850,0.876738,0.484985,0.350707,0.252424,0.253534,0.219780,0.207251,0.191807,0.235081,0.157140,0.165591,0.131573,0.013391,0.003454,0.031599,0.013289,0.018473,0.005794,0.051128,0.001615,0.001288,0.005304,0.031656,0.004458,0.013053,Neutral
0.063928,0.013048,2.892882,0.278461,0.244562,1.397875,0.008773,0.336448,-33.056746,1.575816,0.155299,0.099800,-0.185216,-0.033556,-0.036128,-0.136119,-0.065357,-0.140664,-0.163194,-0.045048,-0.250807,0.023969,0.002799,0.025496,0.011403,0.013003,0.006617,0.012380,0.001569,0.004676,0.023857,0.024228,0.010636,0.019849,0.038269,0.012811,0.325938,0.075260,0.030105,0.664897,0.008444,0.165030,2.559828,0.751280,0.593154,0.409790,0.351242,0.286748,0.227458,0.256286,0.225181,0.227426,0.194597,0.183604,0.220147,0.026930,0.002927,0.025502,0.014852,0.016542,0.010505,0.010587,0.001283,0.005989,0.022166,0.023754,0.016374,0.010183,Neutral
0.063042,0.004518,2.481164,0.331144,0.267500,1.345614,0.005763,0.342719,-36.398222,1.458854,0.153822,0.147810,-0.041757,0.177939,0.179765,0.026520,0.005552,0.014571,0.077960,0.053108,-0.012244,0.007119,0.004177,0.040144,0.004911,0.011011,0.010264,0.107250,0.004002,0.002785,0.003963,0.014553,0.003528,0.036157,0.057646,0.007098,0.332002,0.064007,0.028993,0.682606,0.003760,0.191832,2.499652,0.602458,0.599690,0.282369,0.298492,0.211587,0.202544,0.223460,0.219902,0.173890,0.162123,0.165241,0.166862,0.007324,0.010157,0.028042,0.004865,0.013030,0.013975,0.057992,0.007657,0.002592,0.003651,0.014285,0.003711,0.015415,Neutral
0.056647,0.009954,2.832060,0.282592,0.228134,1.619978,0.012843,0.401111,-35.068030,1.276771,-0.011584,-0.065830,-0.047766,0.006868,-0.057839,-0.092442,-0.003569,-0.138073,-0.045425,-0.101319,-0.107488,0.017475,0.002632,0.018626,0.009574,0.007572,0.006357,0.044659,0.001781,0.003383,0.008974,0.013655,0.007898,0.019784,0.034413,0.010635,0.436974,0.102684,0.051252,0.763639,0.039786,0.194352,3.104713,0.642177,0.543425,0.398698,0.232293,0.241258,0.196535,0.188630,0.204911,0.198955,0.196391,0.181876,0.187532,0.017944,0.002818,0.016650,0.010479,0.009089,0.008918,0.034288,0.002207,0.004405,0.007042,0.013581,0.009957,0.010504,Neutral
0.054593,0.003587,2.761970,0.254570,0.255023,0.527950,0.007504,0.068521,-35.319982,1.840569,0.259326,0.134758,0.045056,0.077885,0.068993,0.182632,0.040285,0.093988,0.012789,0.021569,-0.028531,0.006662,0.004677,0.089587,0.006554,0.013050,0.007482,0.140566,0.000853,0.003438,0.007121,0.009897,0.005153,0.049069,0.039842,0.004749,0.264502,0.067839,0.036368,0.387648,0.006011,0.083846,2.693175,0.589992,0.580621,0.308634,0.382148,0.245863,0.254774,0.261620,0.198373,0.184818,0.171576,0.174540,0.140510,0.007048,0.006814,0.049241,0.008062,0.012823,0.007903,0.062961,0.001220,0.004009,0.008237,0.008941,0.006778,0.016422,Neutral
0.058003,0.008598,2.776503,0.217386,0.194475,0.957867,0.009315,0.221863,-35.044414,1.604138,-0.020865,-0.072411,-0.043638,0.102550,-0.034063,0.016202,-0.025640,-0.085611,-0.034348,-0.102676,-0.097633,0.015206,0.006736,0.020385,0.012113,0.010207,0.004184,0.040520,0.001841,0.005007,0.017438,0.023728,0.004321,0.021301,0.046924,0.011101,0.414259,0.106151,0.052243,0.654327,0.014799,0.147597,2.920266,0.677854,0.546436,0.392042,0.326994,0.284020,0.206247,0.213098,0.196686,0.232623,0.170447,0.170032,0.171266,0.019767,0.010992,0.016913,0.016509,0.008303,0.004972,0.030564,0.002234,0.004865,0.015581,0.024227,0.006720,0.012865,Neutral
0.061218,0.005140,2.617184,0.252689,0.263628,0.412897,0.009160,0.037990,-35.145905,2.032806,0.387976,0.366779,0.059291,0.100736,0.237107,0.045615,0.057392,-0.014904,0.083484,0.069661,0.035548,0.009069,0.001664,0.076226,0.009379,0.012928,0.005243,0.129225,0.003842,0.002896,0.005337,0.017574,0.002888,0.046221,0.040571,0.006601,0.287528,0.059925,0.032293,0.370154,0.006322,0.060616,2.426382,0.541728,0.513685,0.305365,0.312336,0.218139,0.224873,0.225562,0.222440,0.192991,0.187001,0.177656,0.146804,0.010211,0.003213,0.051928,0.008452,0.010939,0.006080,0.056266,0.008618,0.003480,0.007427,0.020154,0.005325,0.014324,Neutral
0.024802,0.022283,2.605939,0.292202,0.235052,1.209216,0.075290,0.166135,-35.727933,1.537460,0.065152,0.050791,-0.044899,0.061722,0.102278,-0.048545,0.039534,-0.064963,-0.049179,0.005235,-0.132521,0.012402,0.001548,0.007116,0.006517,0.004268,0.002869,0.045161,0.000844,0.004792,0.026517,0.029303,0.002712,0.022806,0.028899,0.021277,0.526679,0.130049,0.068892,0.762912,0.142890,0.220111,4.000304,0.650298,0.437142,0.436717,0.284482,0.331168,0.182679,0.197817,0.204866,0.149143,0.131886,0.199466,0.168903,0.015610,0.002080,0.006169,0.005989,0.003808,0.004410,0.028984,0.000745,0.008451,0.018357,0.015663,0.003875,0.011757,Neutral
0.053210,0.009306,2.553961,0.286992,0.256387,1.069081,0.005614,0.261687,-34.054254,1.846869,0.330527,0.169100,-0.168940,0.078271,0.221462,0.037652,0.062022,0.038934,-0.024998,-0.036877,0.046138,0.013044,0.004485,0.057299,0.010991,0.011834,0.006646,0.110805,0.003377,0.005002,0.007475,0.015595,0.002200,0.042239,0.028047,0.010416,0.391305,0.072358,0.034932,0.626062,0.004060,0.145476,2.943434,0.606402,0.515889,0.342168,0.380274,0.220464,0.288956,0.226526,0.187261,0.147268,0.156069,0.199557,0.196409,0.017918,0.006642,0.048431,0.011490,0.012936,0.007645,0.082066,0.006410,0.005870,0.008266,0.014119,0.002581,0.021681,Neutral
0.051721,0.010378,2.861490,0.230769,0.190899,1.281792,0.007739,0.293338,-35.672763,1.125868,-0.035691,-0.172706,-0.115397,-0.025140,-0.101100,-0.137665,-0.075436,-0.126811,-0.042330,-0.081231,-0.057516,0.006898,0.002839,0.017087,0.014757,0.009856,0.012835,0.040861,0.001837,0.007066,0.009993,0.009857,0.003346,0.019911,0.046392,0.010775,0.327377,0.104376,0.054818,0.713912,0.015727,0.171602,3.309661,0.615595,0.527110,0.427357,0.281569,0.268789,0.264661,0.211603,0.227786,0.248129,0.279655,0.257139,0.169330,0.009010,0.004189,0.016903,0.017800,0.011070,0.018162,0.029759,0.002253,0.009751,0.012136,0.008893,0.004784,0.011639,Neutral
0.061819,0.007094,2.670422,0.233713,0.237089,0.696979,0.006513,0.074634,-34.022741,2.367879,0.201432,0.017337,-0.052015,0.034827,0.289317,0.042916,0.092643,-0.022274,0.052938,0.058844,-0.052289,0.015017,0.004067,0.076721,0.010648,0.011835,0.008956,0.059817,0.002152,0.009098,0.008248,0.036267,0.012085,0.032199,0.035641,0.010157,0.419819,0.079547,0.046664,0.488476,0.004538,0.081320,3.207409,0.635204,0.685022,0.408452,0.463013,0.339222,0.239586,0.302644,0.273480,0.236943,0.173529,0.197956,0.137938,0.015262,0.005868,0.043271,0.012391,0.009332,0.010616,0.031018,0.003610,0.012735,0.007958,0.024116,0.022052,0.012814,Neutral
0.065803,0.006114,2.577744,0.297539,0.252248,1.244778,0.005297,0.254266,-34.816477,1.446937,0.120077,0.027625,-0.194809,0.130479,0.096777,-0.018125,0.016617,-0.102121,-0.094114,-0.059709,-0.171941,0.014157,0.004466,0.041840,0.011555,0.007060,0.003427,0.034591,0.002112,0.006573,0.014989,0.021090,0.005390,0.021851,0.043414,0.007271,0.448159,0.071041,0.030286,0.573011,0.003884,0.165616,3.227152,0.789733,0.619136,0.478749,0.372162,0.343584,0.237722,0.256798,0.197173,0.254765,0.184048,0.193561,0.213317,0.017986,0.008625,0.035039,0.014473,0.007454,0.003177,0.015627,0.002547,0.011122,0.012591,0.017180,0.005855,0.009253,Neutral
0.061353,0.010066,2.677851,0.278374,0.251059,0.928560,0.005009,0.129606,-34.606906,1.623591,0.277732,0.161990,-0.037721,0.105692,0.204633,0.123296,-0.036551,0.058761,-0.017061,0.059171,0.018327,0.006296,0.002204,0.063293,0.007706,0.015381,0.007928,0.071927,0.002285,0.008292,0.019295,0.023308,0.002853,0.032185,0.033169,0.012379,0.401912,0.056857,0.028415,0.442271,0.002935,0.092443,3.224394,0.596281,0.537870,0.351550,0.379249,0.234413,0.271170,0.242339,0.239318,0.228389,0.219804,0.160981,0.181512,0.006390,0.003248,0.041442,0.009094,0.014114,0.007758,0.044405,0.003423,0.010685,0.019049,0.022066,0.003267,0.015049,Neutral
0.056925,0.008849,2.879459,0.237836,0.197975,1.295807,0.009751,0.276920,-35.458103,1.169022,-0.241264,-0.150803,-0.226918,0.028857,-0.060363,-0.048534,-0.151449,-0.156836,-0.188780,-0.208654,-0.172155,0.016951,0.005093,0.018232,0.012521,0.012965,0.006025,0.034483,0.003046,0.004710,0.004777,0.007821,0.007735,0.018499,0.043897,0.010799,0.450361,0.113404,0.063982,0.735310,0.022448,0.164306,3.389796,0.586513,0.585454,0.458652,0.280412,0.270942,0.220143,0.235166,0.171091,0.207867,0.156833,0.189529,0.222281,0.021336,0.005362,0.015442,0.011962,0.015528,0.007735,0.029344,0.003653,0.006255,0.003553,0.005476,0.007862,0.012370,Neutral
0.044821,0.006179,2.654889,0.341703,0.262074,1.392915,0.004123,0.178323,-37.330985,1.435627,0.264122,0.160369,0.024284,0.038271,0.183565,0.025130,-0.022837,0.068823,-0.006205,0.011642,-0.011931,0.009457,0.004138,0.032058,0.006622,0.015163,0.007612,0.051638,0.003019,0.005131,0.004767,0.013606,0.005011,0.020363,0.043797,0.007383,0.369897,0.068139,0.025472,0.575671,0.003192,0.181624,3.255129,0.557670,0.451745,0.261720,0.334742,0.275168,0.261788,0.217733,0.215206,0.160363,0.154597,0.128248,0.160379,0.009896,0.007004,0.029337,0.007616,0.015659,0.008673,0.042947,0.005717,0.005117,0.003729,0.012007,0.006478,0.012801,Neutral
0.065984,0.006992,2.728285,0.274624,0.226575,0.979865,0.008719,0.162698,-35.675226,1.438045,-0.081616,0.004560,-0.120978,0.038183,-0.014759,-0.102346,-0.047552,-0.158880,-0.030003,-0.069612,-0.091214,0.015234,0.003079,0.032595,0.014480,0.008790,0.006217,0.031839,0.003065,0.005751,0.008783,0.020528,0.007218,0.019545,0.051285,0.009493,0.367578,0.096138,0.051228,0.617917,0.012772,0.128708,2.892226,0.667629,0.564104,0.505295,0.329074,0.273805,0.264333,0.258180,0.201637,0.235870,0.277693,0.254991,0.190186,0.013266,0.004311,0.034781,0.021138,0.008406,0.006710,0.036912,0.005614,0.008663,0.009682,0.014505,0.011032,0.012795,Neutral
0.076985,0.010657,2.742546,0.257268,0.219084,1.034590,0.013712,0.193708,-34.088038,1.508685,0.285538,0.064718,-0.115560,0.253955,0.075954,0.097599,0.012854,-0.008602,-0.018431,0.028846,0.039727,0.006436,0.005871,0.028796,0.007391,0.017527,0.011929,0.030296,0.001442,0.007359,0.020092,0.018411,0.004484,0.017101,0.053538,0.011221,0.377839,0.097716,0.053843,0.620400,0.024317,0.152606,3.260230,0.572856,0.675293,0.365403,0.353383,0.301867,0.257051,0.234185,0.225139,0.222339,0.224580,0.147517,0.178054,0.004918,0.010317,0.024280,0.006552,0.014932,0.011150,0.025943,0.001409,0.009494,0.018834,0.013836,0.005396,0.008937,Neutral
0.047697,0.011219,2.555877,0.320808,0.250267,1.585806,0.005444,0.357313,-34.757541,1.610094,0.397495,0.212714,-0.083985,0.090782,0.200550,0.082369,-0.006885,0.062614,-0.066292,-0.005884,-0.046207,0.010106,0.004016,0.033000,0.011402,0.013728,0.008551,0.047617,0.001396,0.003700,0.007074,0.014300,0.005041,0.019846,0.040138,0.017620,0.490027,0.063732,0.036385,0.505274,0.004260,0.171380,2.902140,0.677749,0.540909,0.315610,0.409051,0.297352,0.289348,0.221340,0.203890,0.196523,0.182868,0.161712,0.158820,0.010736,0.005946,0.024362,0.014696,0.012597,0.011145,0.040191,0.001524,0.002801,0.005667,0.014048,0.008606,0.011074,Calm
0.063713,0.006857,2.769374,0.271264,0.229611,1.242473,0.010429,0.242633,-34.584812,1.560625,0.017281,-0.019296,-0.092634,0.003993,-0.021556,-0.094051,-0.074799,-0.248698,-0.135714,-0.150621,-0.069775,0.013531,0.004450,0.033567,0.026149,0.012131,0.006352,0.034505,0.002212,0.005767,0.007736,0.019722,0.004888,0.024254,0.040949,0.009248,0.352537,0.075363,0.040612,0.577854,0.021281,0.122768,2.577696,0.592543,0.538059,0.498568,0.306081,0.285983,0.309717,0.210922,0.225501,0.222280,0.279451,0.247176,0.210093,0.013475,0.006936,0.036548,0.037280,0.016022,0.007296,0.029735,0.003514,0.008221,0.008256,0.017896,0.007299,0.014465,Calm
0.058205,0.008695,2.981466,0.202578,0.198941,0.812852,0.056157,0.144620,-33.516090,1.628778,0.117855,0.043933,-0.143912,0.241830,0.036218,0.060166,0.036638,0.078537,-0.059354,-0.002651,0.047737,0.008834,0.004089,0.033617,0.013544,0.021230,0.009231,0.051363,0.002322,0.004480,0.010259,0.026358,0.006507,0.025859,0.041250,0.011104,0.354554,0.097024,0.055682,0.554683,0.081288,0.131104,2.786056,0.611745,0.580808,0.431393,0.409387,0.286302,0.218724,0.291255,0.223097,0.172534,0.165405,0.161215,0.164552,0.010574,0.007137,0.025407,0.017481,0.020675,0.008880,0.026536,0.002802,0.005598,0.010691,0.026931,0.008485,0.011015,Calm
0.060837,0.010546,2.768037,0.198573,0.193388,0.944794,0.007133,0.217021,-33.856394,1.228107,-0.231671,-0.144760,-0.224697,-0.015871,0.027291,-0.181727,-0.021329,-0.192738,-0.110337,-0.162260,-0.161418,0.018741,0.004210,0.021231,0.008191,0.008771,0.009993,0.051840,0.002351,0.003081,0.010109,0.016178,0.010300,0.024773,0.041632,0.012035,0.416360,0.084071,0.050683,0.675269,0.009263,0.146366,3.211055,0.868859,0.514402,0.560249,0.380178,0.255933,0.286398,0.229942,0.251706,0.304513,0.211183,0.227311,0.239132,0.022394,0.005686,0.023485,0.009710,0.011062,0.016655,0.064073,0.003117,0.003317,0.017659,0.014437,0.019023,0.019525,Calm
0.059134,0.004917,2.572512,0.242102,0.235035,0.675818,0.007369,0.172083,-32.496835,2.026430,0.181511,0.106011,0.032940,0.191472,0.081186,0.000522,0.033556,0.132322,-0.073568,0.050265,-0.058479,0.007952,0.002217,0.045457,0.020501,0.016189,0.006910,0.098390,0.002168,0.004062,0.007142,0.013733,0.006980,0.036105,0.051016,0.006384,0.412699,0.070356,0.033665,0.603551,0.005017,0.177673,2.444162,0.850533,0.779975,0.472299,0.456925,0.248333,0.250324,0.264928,0.210211,0.164508,0.157300,0.183806,0.174204,0.005986,0.002569,0.034390,0.023368,0.014893,0.006537,0.056053,0.003564,0.005602,0.007558,0.014933,0.008131,0.017218,Calm
0.046868,0.008731,3.016296,0.230412,0.222423,0.827187,0.027741,0.163292,-32.366784,1.311859,0.237609,-0.105967,-0.228510,0.319351,-0.175679,-0.040020,0.022048,-0.154971,-0.168482,-0.137810,-0.285784,0.024956,0.002139,0.012986,0.018354,0.004666,0.003150,0.053817,0.001038,0.001339,0.010950,0.031675,0.007477,0.031063,0.044093,0.010876,0.405508,0.090559,0.045690,0.662988,0.066531,0.170216,2.376410,0.703348,0.449847,0.536244,0.294621,0.376230,0.225974,0.187782,0.198555,0.204818,0.210043,0.174629,0.243634,0.033816,0.002085,0.014041,0.024153,0.005870,0.003438,0.032760,0.001383,0.001391,0.014566,0.020110,0.011012,0.016536,Calm
0.061453,0.005928,2.948863,0.224949,0.223704,0.782080,0.022694,0.165523,-33.882551,1.849734,0.161503,0.153237,-0.141478,0.279634,-0.019569,0.174206,-0.020497,0.060712,-0.009761,0.008623,0.027302,0.010472,0.004844,0.058079,0.010198,0.012685,0.013045,0.055310,0.001309,0.006834,0.006093,0.035589,0.007377,0.029263,0.043574,0.007563,0.311174,0.097552,0.057251,0.578501,0.054994,0.171742,3.016573,0.593728,0.595458,0.359600,0.349087,0.261339,0.193540,0.250616,0.234576,0.186784,0.167067,0.165516,0.184554,0.011564,0.008923,0.049194,0.009812,0.009761,0.013939,0.028802,0.001349,0.007326,0.005011,0.026259,0.011236,0.011784,Calm
0.056626,0.016169,2.641974,0.251326,0.260360,0.437404,0.008733,0.083312,-31.177686,2.149645,0.193698,0.197883,-0.078225,-0.015231,0.006911,-0.076852,0.067595,-0.003884,-0.003900,-0.031461,-0.094053,0.015820,0.001834,0.089220,0.010456,0.006685,0.003712,0.091304,0.000762,0.003158,0.009313,0.023976,0.005424,0.045269,0.041632,0.015563,0.438953,0.071175,0.033409,0.471143,0.005346,0.128894,2.122744,0.612609,0.483081,0.443374,0.288541,0.229416,0.282798,0.237447,0.263181,0.183940,0.185887,0.172022,0.216896,0.020768,0.003540,0.075903,0.013686,0.007777,0.004713,0.055074,0.001041,0.003571,0.007431,0.023951,0.009943,0.018302,Calm
0.058752,0.007202,2.786978,0.290209,0.257530,1.258724,0.004455,0.329132,-33.244194,1.827664,0.440106,0.240979,-0.099173,0.270554,-0.059172,0.103767,0.052553,0.049443,0.071578,-0.019733,0.076817,0.014090,0.001914,0.049590,0.006617,0.010885,0.004312,0.066199,0.001235,0.004445,0.010291,0.048246,0.003785,0.030229,0.034586,0.009039,0.287726,0.066855,0.027833,0.559570,0.002898,0.184365,2.483825,0.498103,0.426533,0.282989,0.298731,0.272737,0.236686,0.224526,0.141621,0.173050,0.166874,0.171593,0.140675,0.013543,0.001841,0.028629,0.005415,0.008650,0.003829,0.046414,0.001302,0.005464,0.009547,0.035261,0.004515,0.012790,Calm
0.145240,0.021409,3.052306,0.225853,0.208387,1.119857,0.007096,0.230520,-30.351697,1.411686,-0.026209,-0.433725,-0.271965,0.031730,0.332464,-0.062725,0.036944,-0.115841,-0.253109,-0.163523,-0.161675,0.017573,0.006748,0.044669,0.020640,0.010287,0.008759,0.013859,0.003211,0.004825,0.005308,0.020926,0.005323,0.020912,0.066952,0.022813,0.303908,0.059264,0.030000,0.540803,0.005609,0.137376,2.757365,0.699073,0.472814,0.459439,0.334860,0.228761,0.348318,0.227328,0.228497,0.265172,0.254952,0.251677,0.292109,0.020304,0.008978,0.048798,0.022212,0.014226,0.014486,0.015070,0.006536,0.008253,0.004335,0.030071,0.005876,0.013373,Calm
0.050948,0.010346,2.796553,0.278615,0.274548,0.440899,0.010220,0.089229,-32.204435,1.906563,0.556982,0.387316,0.206897,0.137383,0.220596,0.082013,0.132710,0.108720,-0.001335,0.080933,-0.004671,0.009254,0.000713,0.062062,0.004458,0.010630,0.002435,0.118320,0.000405,0.001872,0.004300,0.024489,0.002337,0.044156,0.055110,0.009813,0.361050,0.064686,0.022420,0.458492,0.009323,0.144244,1.913979,0.684523,0.429460,0.297321,0.245985,0.164752,0.207697,0.221796,0.182035,0.139638,0.159245,0.143156,0.127401,0.010968,0.000878,0.050302,0.006000,0.013540,0.002558,0.042178,0.000455,0.001836,0.004883,0.024795,0.002845,0.012035,Calm
0.061576,0.013973,2.912380,0.256560,0.232848,1.003488,0.028422,0.221191,-32.505699,1.634126,0.115315,0.076193,-0.145816,-0.067073,-0.019486,-0.120118,-0.192607,-0.213148,-0.253986,-0.055022,-0.193134,0.027623,0.002449,0.032661,0.016967,0.014877,0.016122,0.043015,0.001667,0.003408,0.014376,0.022720,0.005200,0.029606,0.041651,0.013683,0.398596,0.066115,0.034610,0.516193,0.068092,0.149172,2.117703,0.613337,0.611503,0.517826,0.342668,0.305467,0.236153,0.235938,0.278627,0.270051,0.209580,0.243096,0.288293,0.033900,0.003543,0.033847,0.026096,0.020518,0.023284,0.026308,0.002550,0.004162,0.018930,0.022321,0.007272,0.013780,Calm
0.058976,0.011280,2.660724,0.290933,0.261872,0.677816,0.007366,0.178278,-33.215993,1.856889,0.186039,0.142574,-0.168740,0.177008,0.152078,0.099177,0.018043,-0.036376,0.055464,-0.029892,-0.002098,0.010416,0.002034,0.044310,0.010361,0.010092,0.011646,0.164830,0.001577,0.003499,0.005250,0.016176,0.005962,0.052624,0.041519,0.013479,0.306973,0.064555,0.036716,0.477124,0.006304,0.174406,2.417197,0.638433,0.539064,0.349399,0.327161,0.247255,0.256736,0.298660,0.238354,0.196790,0.212118,0.182835,0.172412,0.014068,0.002200,0.034799,0.014611,0.010743,0.016102,0.076139,0.002628,0.002406,0.005270,0.019689,0.008807,0.019379,Calm
0.041782,0.013245,2.817075,0.225506,0.194135,1.144700,0.023239,0.249577,-35.893257,1.313015,-0.002451,-0.119074,-0.091293,-0.030713,-0.138051,-0.060129,0.044926,0.007748,0.044555,-0.102922,-0.159496,0.020006,0.002267,0.009441,0.005382,0.003476,0.003333,0.040218,0.001404,0.006551,0.016388,0.021723,0.014679,0.023241,0.045529,0.017288,0.519205,0.094429,0.045062,0.555815,0.044921,0.144269,3.228022,0.612955,0.463517,0.502116,0.273384,0.311922,0.279598,0.208759,0.250571,0.196895,0.217017,0.167812,0.166802,0.023034,0.003926,0.011866,0.006667,0.002603,0.004240,0.022891,0.001672,0.011454,0.017502,0.023443,0.019498,0.011689,Calm
0.056161,0.003936,2.761071,0.222449,0.251077,0.383880,0.009178,0.045873,-33.532787,1.900441,0.141657,0.177017,0.025820,0.126192,0.060475,0.185409,0.032122,0.156379,-0.013539,-0.008348,-0.006549,0.008446,0.003940,0.082095,0.006816,0.011771,0.003362,0.134507,0.001671,0.007149,0.008832,0.011646,0.003721,0.048993,0.036211,0.006266,0.371076,0.052495,0.024805,0.359082,0.009079,0.059760,2.206160,0.704584,0.535001,0.356086,0.387075,0.241915,0.198016,0.260158,0.214673,0.183563,0.184518,0.165032,0.193281,0.010305,0.006070,0.073750,0.008217,0.009578,0.002940,0.072767,0.003464,0.008178,0.008790,0.009803,0.004453,0.019639,Calm
